DOI,Title,Abstract,PubYear,Publication Date (print),Volume,Issue,Pagination,Authors Affiliations,Research Organizations - standardized,Times cited,Recent citations,Altmetric,SN Downloads
10.1023/a:1016241214158,Scheduling in Multiclass Networks with Deterministic Service Times,"We consider general feed-forward networks of queues with deterministic service times and arbitrary arrival processes. There are holding costs at each queue, idling may or may not be permitted, and servers may fail. We partially characterize the optimal policy and give conditions under which lower priority should be given to jobs that would be delayed later in the network if they were processed now.",2002,2002-08,41,4,305-319,"Righter, Rhonda (Santa Clara University)",Santa Clara University,5,0,,84
10.1023/a:1014759412902,A Markov Renewal Based Model for Wireless Networks,"We propose a queueing network model which can be used for the integration of the mobility and teletraffic aspects that are characteristic of wireless networks. In the general case, the model is an open network of infinite server queues where customers arrive according to a non-homogeneous Poisson process. The movement of a customer in the network is described by a Markov renewal process. Moreover, customers have attributes, such as a teletraffic state, that are driven by continuous time Markov chains and, therefore, change as they move through the network. We investigate the transient and limit number of customers in disjoint sets of nodes and attributes. These turn out to be independent Poisson random variables. We also calculate the covariances of the number of customers in two sets of nodes and attributes at different time epochs. Moreover, we conclude that the arrival process per attribute to a node is the sum of independent Poisson cluster processes and derive its univariate probability generating function. In addition, the arrival process to an outside node of the network is a non-homogeneous Poisson process. We illustrate the applications of the queueing network model and the results derived in a particular wireless network.",2002,2002-04,40,3,247-281,"Antunes, Nelson (University of Algarve); Pacheco, António (University of Lisbon); Rocha, Rui (University of Lisbon)",University of Algarve; University of Lisbon,5,1,,148
10.1023/a:1020993322286,Exact Asymptotics for ki-limited Exponential Polling Models,"In this paper we find exact asymptotic expressions for the event that the total queue length is large for a ki-limited exponential polling model with equal service rates and two classes of customer. It is found that this behaviour divides into two very different regimes, depending on the arrival rates to the system. Using these exact asymptotic expressions, we provide heuristics for choosing the ki values to provide a given level of quality of service to one class while giving best effort to the other class.",2002,2002-12,42,4,401-419,"Chang, Woojin (Georgia Institute of Technology); Down, Douglas G. (McMaster University)",Georgia Institute of Technology; McMaster University,4,0,,58
10.1023/a:1015053801129,Using Cumulant Functions in Queueing Theory,A new approach for obtaining the transient solution for the first and second moments of the system size in a finite capacity M/M/1 queueing systems is developed. The approach uses the cumulant generating function which has previously been used in the analysis of compartmental models but has not been used to analyze queueing systems.,2002,2002-05,40,4,341-353,"Matis, Timothy I. (Texas A&M University); Feldman, Richard M. (Texas A&M University)",Texas A&M University,4,0,,149
10.1023/a:1017948530608,The Dependence of Optimal Returns from Multi-class Queueing Systems on Their Customer Base,We identify structured collections of multi-class queueing systems whose optimal return (a minimised cost) is a supermodular function of the set of customer classes allowed external access to the system. Our results extend considerably the range of systems for which such a claim can be made. The returns from such systems also exhibit a form of directional convexity when viewed as functions of a vector of arrival rates. Applications to load balancing problems are indicated.,2002,2002-02,40,1,93-115,"Dacre, M.J. (Newcastle University); Glazebrook, K.D. (Newcastle University)",Newcastle University,3,0,,47
10.1023/a:1020109105773,A Unified Approach to the Proportional Relation for Discrete-Time Single-Server Queues,"It is well known that a simple relation called proportional relation holds for some queueing models, that is, the stationary queue length distribution of one system can be expressed as the product of a constant and the distribution of another system which is different only in the buffer capacity. Recently, the proportional relation has been verified for various discrete-time single-server queues with correlated arrivals, where it has been also shown that the proportional constant can be expressed in terms of the distribution of one system. This implies that the stationary queue length distribution of one system can be completely expressed in terms of the distribution of the other system. In this paper, we consider a generalized model of discrete-time single-server queue, which covers all previous ones, and give a simple and unified proof to the proportional relation as well as the expression of the proportional constant.",2002,2002-10,42,2,201-212,"Miyoshi, Naoto (Tokyo Institute of Technology); Ishizaki, Fumio (Nanzan University)",Tokyo Institute of Technology; Nanzan University,2,0,,53
10.1023/a:1015037502038,Stability of Jackson Type Network Output,"We consider an open Jackson type queueing network N with input epochs sequence I={Tn(0),n≥0}, T0(0)=0, assume another input with probability 1 as n→∞ for some r>0. This result is also extended to continuous time. We consider successively separate station (service node), tandem and feedforward networks. Then we extend stability analysis to general (feedback) networks and show that in our setting these networks can be reduced to feedforward ones. Similar stability results are also obtained in terms of the number of departures. Application to a tandem network with the overloaded stations is considered.",2002,2002-05,40,4,383-406,"Morozov, Evsei ()",,2,1,,51
10.1023/a:1014715630648,Monotonicity and Asymptotic Queue-Length Distribution in Discrete-Time Networks,"For closed, cyclic, discrete-time networks with one server per node and with independent, geometric service times, in equilibrium, the joint queue-length distribution can be realized as the joint distribution of independent random variables, conditionally given their sum. This tool helps establish monotonicity properties of performance measures and also helps show that the queue-length random variables are negatively associated. The queue length at a node is asymptotically analyzed through a family of networks with a fixed number of node types, where the number of nodes approaches infinity, the ratio of jobs to nodes has a positive limit, and each node type has a limiting density. The queue-length distribution at any node is shown to converge, in a strong sense, to a distribution that is conditionally geometric. As a by-product, this approach settles open issues regarding occupancy proportion and average queue length at a node type.",2002,2002-04,40,3,313-331,"Pestien, Victor (University of Miami); Ramakrishnan, S. (University of Miami)",University of Miami,2,0,,58
10.1023/a:1014358600760,Stability Analysis of the Cambridge Ring,"A ring of I cells rotates past I queues, carrying customers from their origins to their destinations. The system is modelled as a Markov chain, and the exact ergodicity conditions are given. They are shown to depend on the precise travel lengths distributions, that is, not only on their means. Ergodicity is proven through the stability analysis of the associated fluid limits. The arrivals distributions, which in the ergodicity conditions appear only through their means, are more subtly involved in the fluid limits behaviour, in that they determine the probabilities of random bifurcations that occur infinitely often in a simple system of I=2 queues.",2002,2002-03,40,2,125-142,"Dantzer, Jean-François (Versailles Saint-Quentin-en-Yvelines University); Dumas, Vincent (French Institute for Research in Computer Science and Automation)",French Institute for Research in Computer Science and Automation; Versailles Saint-Quentin-en-Yvelines University,2,0,,74
10.1023/a:1020519613278,Analysis of a Discrete-Time Queueing System with a Single Server and Heterogeneous Markovian Arrivals,"We consider a discrete-time queueing system with a single deterministic server, heterogeneous Markovian arrivals and finite capacity. Most existing techniques model the queueing system using a direct bivariate Markov chain which requires a state space that grows rapidly as the number of customer types increases. In this paper, we define renewal cycles in terms of the input process and model the system occupancy level on each renewal cycle using a one-dimensional Markov chain. We derive the exact joint steady-state probability distribution of both states of input and system occupancy with a considerably reduced state space, which leads to the efficient calculation of overall/individual performance measures such as loss probability and average delay.",2002,2002-11,42,3,221-237,"Kim, Jisoo (Pohang University of Science and Technology); Jun, Chi-Hyuck (Pohang University of Science and Technology)",Pohang University of Science and Technology,1,0,,60
10.1023/a:1020105004865,Weak Convergence of a Sequence of Semimartingales to a Diffusion with Discontinuous Drift and Diffusion Coefficients,"This paper presents a set of sufficient conditions for a sequence of semimartingales to converge weakly to a solution of a stochastic differential equation (SDE) with discontinuous drift and diffusion coefficients. This result is closely related to a well-known weak-convergence theorem due to Liptser and Shiryayev (see [27]) which proves the weak convergence to a solution of a SDE with continuous drift and diffusion coefficients in the Skorokhod–Lindvall J1-topology.The goal of this paper is to obtain a stronger result in order to solve outstanding problems in the area of large-scale queueing networks – in which the weak convergence of normalized queueing length is a solution of a SDE with discontinuous coefficients. To do this we need to make the stronger assumptions: (1) replacing the convergence in probability of the triplets of a sequence of semimartingales in the original Liptser and Shiryayev's theorem by stronger convergence in L2, (2) assuming the diffusion coefficient is coercive, and (3) assuming the discontinuity sets of the coefficients of the limit diffusion processs are of Lebesgue measure zero.",2002,2002-10,42,2,153-188,,,1,0,,138
10.1023/a:1019998829007,Bounds on Queues with Delayed Generalized Exponential Arrivals,,2002,2002-09,42,1,103-106,"Buzacott, John A. (York University); Cheng, Dinah W. (IBM (United States))",IBM (United States); York University,1,0,,49
10.1023/a:1015738003338,Optimum Discarding in a Bufferless System,"This paper considers queueing systems without buffer. The problem is finding an optimum discipline that gives the minimal number of request discards in a given interval or the minimum discard probability. In the case of a single server fed by an arbitrary request input flow, it is proved that the discipline that discards the request having the maximum residual life is optimal. This result is extended to the system with more than one server. For G/G/1/0, it is given a condition under which the discipline that discards the request in service minimizes the discard probability. Also for a G/G/1/0, we state the problem of finding optimum discipline in terms of the discrete age Markov chain. The problem of minimization of one-step discard probability is stated. It is solved for a system with C servers and general point process of new arrivals.",2002,2002-06,41,2-Jan,165-197,"Tsybakov, Boris (Qualcomm (United States))",Qualcomm (United States),1,0,,41
10.1023/a:1014763513810,Analysis of G/D/1 Queueing Systems with Inputs Satisfying Large Deviation Principle under Weak* Topology,"The large deviation principle (LDP) which has been effectively used in queueing analysis is the sample path LDP, the LDP in a function space endowed with the uniform topology. Chang [5] has shown that in the discrete-time G/D/1 queueing system under the FIFO discipline, the departure process satisfies the sample path LDP if so does the arrival process. In this paper, we consider arrival processes satisfying the LDP in a space of measures endowed with the weak* topology (Lynch and Sethuraman [12]) which holds under a weaker condition. It is shown that in the queueing system mentioned above, the departure processes still satisfies the sample path LDP. Our result thus covers arrival processes which can be ruled out in the work of Chang [5]. The result is then applied to obtain the exponential decay rate of the queue length probability in an intree network as was obtained by Chang [5], who considered the arrival process satisfying the sample path LDP.",2002,2002-04,40,3,295-311,,Seoul National University,1,0,,272
10.1023/a:1015733902430,Buffer Overflow Probabilities for a Markov-Modulated Fluid Model,"Markov modulated fluid models are widely used in modelling communications and computer systems. In the AMS (Annick, Mitra, Sohndi) model, heterogeneous, bursty sources modeled by multidimensional Markov processes are superimposed or multiplexed together to drive a fluid buffer. The performance of the system is measured by the steady state probability that the buffer exceeds a high level. The exact solution to this problem derived by AMS requires too much computation to be used on-line. Here we derive an upper bound for the above probability which is fast to compute and accurate enough for practical use.",2002,2002-06,41,2-Jan,95-121,"Gaudemet, T. (University of Ottawa); McDonald, D. (University of Ottawa)",University of Ottawa,0,0,,76
10.1023/a:1017444710607,OBITUARY Vladimir Kalashnikov,,2002,2002,41,2-Jan,11-May,,,0,0,,59
10.1023/a:1024094807532,Insensitive Bandwidth Sharing in Data Networks,"We represent a data network as a set of links shared by a dynamic number of competing flows. These flows are generated within sessions and correspond to the transfer of a random volume of data on a pre-defined network route. The evolution of the stochastic process describing the number of flows on all routes, which determines the performance of the data transfers, depends on how link capacity is allocated between competing flows. We use some key properties of Whittle queueing networks to characterize the class of allocations which are insensitive in the sense that the stationary distribution of this stochastic process does not depend on any traffic characteristics (session structure, data volume distribution) except the traffic intensity on each route. We show in particular that this insensitivity property does not hold in general for well-known allocations such as max-min fairness or proportional fairness. These results are ilustrated by several examples on a number of network topologies.",2003,2003-05,44,1,69-100,"Bonald, T. (Orange (France)); Proutière, A. (Orange (France))",Orange (France),135,3,,294
10.1023/a:1021804515162,A Diffusion Approximation for a Markovian Queue with Reneging,Consider a single-server queue with a Poisson arrival process and exponential processing times in which each customer independently reneges after an exponentially distributed amount of time. We establish that this system can be approximated by either a reflected Ornstein–Uhlenbeck process or a reflected affine diffusion when the arrival rate exceeds or is close to the processing rate and the reneging rate is close to 0. We further compare the quality of the steady-state distribution approximations suggested by each diffusion.,2003,2003-01,43,2-Jan,103-128,"Ward, Amy R. (Georgia Institute of Technology); Glynn, Peter W. (Stanford University)",Stanford University; Georgia Institute of Technology,110,13,,488
10.1023/a:1024403704190,Properties of the Reflected Ornstein–Uhlenbeck Process,"Consider an Ornstein–Uhlenbeck process with reflection at the origin. Such a process arises as an approximating process both for queueing systems with reneging or state-dependent balking and for multi-server loss models. Consequently, it becomes important to understand its basic properties. In this paper, we show that both the steady-state and transient behavior of the reflected Ornstein–Uhlenbeck process is reasonably tractable. Specifically, we (1) provide an approximation for its transient moments, (2) compute a perturbation expansion for its transition density, (3) give an approximation for the distribution of level crossing times, and (4) establish the growth rate of the maximum process.",2003,2003-06,44,2,109-123,"Ward, Amy R. (Georgia Institute of Technology); Glynn, Peter W. (Stanford University)",Stanford University; Georgia Institute of Technology,70,6,,511
10.1023/a:1023261830362,On the M/M/1 Queue with Catastrophes and Its Continuous Approximation,"For the M/M/1 queue in the presence of catastrophes the transition probabilities, densities of the busy period and of the catastrophe waiting time are determined. A heavy-traffic approximation to this discrete model is then derived. This is seen to be equivalent to a Wiener process subject to randomly occurring jumps for which some analytical results are obtained. The goodness of the approximation is discussed by comparing the closed-form solutions obtained for the continuous process with those obtained for the M/M/1 catastrophized queue.",2003,2003-04,43,4,329-347,"Di Crescenzo, A. (University of Salerno); Giorno, V. (University of Salerno); Nobile, A.G. (University of Salerno); Ricciardi, L.M. (University of Naples Federico II)",University of Salerno; University of Naples Federico II,65,14,,317
10.1023/a:1024714024248,Queueing Dynamics and Maximal Throughput Scheduling in Switched Processing Systems,"We study a processing system comprised of parallel queues, whose individual service rates are specified by a global service mode (configuration). The issue is how to switch the system between various possible service modes, so as to maximize its throughput and maintain stability under the most workload-intensive input traffic traces (arrival processes). Stability preserves the job inflow–outflow balance at each queue on the traffic traces. Two key families of service policies are shown to maximize throughput, under the mild condition that traffic traces have long-term average workload rates. In the first family of cone policies, the service mode is chosen based on the system backlog state belonging to a corresponding cone. Two distinct policy classes of that nature are investigated, MaxProduct and FastEmpty. In the second family of batch policies (BatchAdapt), jobs are collectively scheduled over adaptively chosen horizons, according to an asymptotically optimal, robust schedule. The issues of nonpreemptive job processing and non-negligible switching times between service modes are addressed. The analysis is extended to cover feed-forward networks of such processing systems/nodes. The approach taken unifies and generalizes prior studies, by developing a general trace-based modeling framework (sample-path approach) for addressing the queueing stability problem. It treats the queueing structure as a deterministic dynamical system and analyzes directly its evolution trajectories. It does not require any probabilistic superstructure, which is typically used in previous approaches. Probability can be superposed later to address finer performance questions (e.g., delay). The throughput maximization problem is seen to be primarily of structural nature. The developed methodology appears to have broader applicability to other queueing systems.",2003,2003-07,44,3,209-252,"Armony, Mor (New York University); Bambos, Nicholas (Stanford University)",Stanford University; New York University,57,5,,217
10.1023/a:1026093622185,Single-Server Queue with Markov-Dependent Inter-Arrival and Service Times,"In this paper we study a single-server queue where the inter-arrival times and the service times depend on a common discrete time Markov chain. This model generalizes the well-known MAP/G/1 queue by allowing dependencies between inter-arrival and service times. The waiting time process is directly analyzed by solving Lindley's equation by transform methods. The Laplace–Stieltjes transforms (LST) of the steady-state waiting time and queue length distribution are both derived, and used to obtain recursive equations for the calculation of the moments. Numerical examples are included to demonstrate the effect of the autocorrelation of and the cross-correlation between the inter-arrival and service times.",2003,2003-10,45,2,113-134,"Adan, I.J.B.F. (Eindhoven University of Technology); Kulkarni, V.G. (University of North Carolina System)",Eindhoven University of Technology; University of North Carolina System,54,5,,362
10.1023/a:1024028722553,Vacation models in discrete time,"A class of single server vacation queues which have single arrivals and non-batch service is considered in discrete time. It is shown that provided the interarrival, service, vacation, and server operational times can be cast with Markov-based representation then this class of vacation model can be studied as a matrix–geometric or a matrix-product problem – both in the matrix–analytic family – thereby allowing us to use well established results from Neuts (1981). Most importantly it is shown that using discrete time approach to study some vacation models is more appropriate and makes the models much more algorithmically tractable. An example is a vacation model in which the server visits the queue for a limited duration. The paper focuses mainly on single arrival and single unit service systems which result in quasi-birth-and-death processes. The results presented in this paper are applicable to all this class of vacation queues provided the interarrival, service, vacation, and operational times can be represented by a finite state Markov chain.",2003,2003-05,44,1,30-May,"Alfa, Attahiru Sule (University of Manitoba)",University of Manitoba,52,4,,292
10.1023/a:1026097723093,Analysis of Queueing Systems with Synchronous Single Vacation for Some Servers,"We study a multi-server M/M/c type queue with a single vacation policy for some idle servers. In this queueing system, if at a service completion instant, any d (d ≤c) servers become idle, these d servers will take one and only one vacation together. During the vacation of d servers, the other c−d servers do not take vacation even if they are idle. Using a quasi-birth-and-death process and the matrix analytic method, we obtain the stationary distribution of the system. Conditional stochastic decomposition properties have been established for the waiting time and the queue length given that all servers are busy.",2003,2003-10,45,2,161-175,"Zhang, Zhe G. (Western Washington University); Tian, Naishuo (Yanshan University)",Western Washington University; Yanshan University,37,1,,232
10.1023/a:1025147422141,Models of Network Access Using Feedback Fluid Queues,"At the access to networks, in contrast to the core, distances and feedback delays, as well as link capacities are small, which has network engineering implications that are investigated in this paper. We consider a single point in the access network which multiplexes several bursty users. The users adapt their sending rates based on feedback from the access multiplexer. Important parameters are the user's peak transmission rate p, which is the access line speed, the user's guaranteed minimum rate r, and the bound ε on the fraction of lost data. Two feedback schemes are proposed. In both schemes the users are allowed to send at rate p if the system is relatively lightly loaded, at rate r during periods of congestion, and at a rate between r and p, in an intermediate region. For both feedback schemes we present an exact analysis, under the assumption that the users' file sizes and think times have exponential distributions. We use our techniques to design the schemes jointly with admission control, i.e., the selection of the number of admissible users, to maximize throughput for given p, r and ε. Next we consider the case in which the number of users is large. Under a specific scaling, we derive explicit large deviations asymptotics for both models. We discuss the extension to general distributions of user data and think times.",2003,2003-08,44,4,365-398,,National Research Institute for Mathematics and Computer Science; University of Twente,34,7,,166
10.1023/a:1023237129453,Reduced-Load Equivalence and Induced Burstiness in GPS Queues with Long-Tailed Traffic Flows,"We analyze the queueing behavior of long-tailed traffic flows under the Generalized Processor Sharing (GPS) discipline. We show a sharp dichotomy in qualitative behavior, depending on the relative values of the weight parameters. For certain weight combinations, an individual flow with long-tailed traffic characteristics is effectively served at a constant rate. The effective service rate may be interpreted as the maximum average traffic rate for the flow to be stable, which is only influenced by the traffic characteristics of the other flows through their average rates. In particular, the flow is essentially immune from excessive activity of flows with ‘heavier’-tailed traffic characteristics. In many situations, the effective service rate is simply the link rate reduced by the aggregate average rate of the other flows. This confirms that GPS-based scheduling algorithms provide a potential mechanism for extracting significant multiplexing gains, while isolating individual flows. For other weight combinations however, a flow may be strongly affected by the activity of ‘heavier’-tailed flows, and may inherit their traffic characteristics, causing induced burstiness. The stark contrast in qualitative behavior illustrates the crucial importance of the weight parameters.",2003,2003-04,43,4,273-306,,Eindhoven University of Technology; National Research Institute for Mathematics and Computer Science; Columbia University,34,0,,75
10.1023/a:1021848330183,On the Exact Analysis of a Discrete-Time Queueing System with Autoregressive Inputs,"In this paper, we provide an exact analysis of a discrete-time queueing system driven by a discrete autoregressive model of order 1 (DAR(1)) characterized by an arbitrary marginal batch size distribution and a correlation coefficient. Closed-form expressions for the probability generating function and mean queue length are derived. It is shown that the system performance is quite sensitive to the correlation of the arrival process. In addition, a comparison with traditional Markovian processes shows that arrival processes of DAR(1) type exhibit larger queue length as compared with the traditional Markovian processes when the marginal densities and correlation coefficients are matched.",2003,2003-01,43,2-Jan,29-41,"Hwang, Gang Uk (Korea Advanced Institute of Science and Technology); Sohraby, Khosrow (University of Missouri–Kansas City)",University of Missouri–Kansas City; Korea Advanced Institute of Science and Technology,32,1,,131
10.1023/a:1026045706255,The Analysis of a General Input Queue with N Policy and Exponential Vacations,"This paper studies a single removable server in a G/M/1 queueing system with finite capacity where the server applies an N policy and takes multiple vacations when the system is empty. We provide a recursive method, using the supplementary variable technique and treating the supplementary variable as the remaining interarrival time, to develop the steady-state probability distributions of the number of customers in the system. The method is illustrated analytically for exponential and deterministic interarrival time distributions. We establish the distributions of the number of customers in the queue at pre-arrival epochs and at arbitrary epochs, as well as the distributions of the waiting time and the busy period.",2003,2003-10,45,2,135-160,,,27,3,,144
10.1023/a:1027372517452,Two Workload Properties for Brownian Networks,"As one approach to dynamic scheduling problems for open stochastic processing networks, J.M. Harrison has proposed the use of formal heavy traffic approximations known as Brownian networks. A key step in this approach is a reduction in dimension of a Brownian network, due to Harrison and Van Mieghem [21], in which the “queue length” process is replaced by a “workload” process. In this paper, we establish two properties of these workload processes. Firstly, we derive a formula for the dimension of such processes. For a given Brownian network, this dimension is unique. However, there are infinitely many possible choices for the workload process. Harrison [16] has proposed a “canonical” choice, which reduces the possibilities to a finite number. Our second result provides sufficient conditions for this canonical choice to be valid and for it to yield a non-negative workload process. The assumptions and proofs for our results involve only first-order model parameters.",2003,2003-11,45,3,191-221,"Bramson, M. (University of Minnesota); Williams, R.J. (University of California, San Diego)","University of California, San Diego; University of Minnesota",26,5,,119
10.1023/a:1021852431091,The Asymptotic Workload Behavior of Two Coupled Queues,"We consider a system of two coupled queues Q1 and Q2. When both queues are backlogged, they are each served at unit rate. However, when one queue empties, the service rate at the other queue increases. Thus, the two queues are coupled through the mechanism for dynamically sharing surplus service capacity. We derive the asymptotic workload behavior at Q1 for various scenarios where at least one of the two queues has a heavy-tailed service time distribution. First of all, we consider a situation where the traffic load at Q1 is below the nominal unit service rate. We show that if the service time distribution at Q1 is heavy-tailed, then the workload behaves exactly as if Q1 is served in isolation at a constant rate, which only depends on the service time distribution at Q2 through its mean. In addition, we establish that if the service time distribution at Q1 is exponential, then the workload distribution is either exponential or semi-exponential, depending on whether the traffic load at Q2 exceeds the nominal service rate or not. Next, we focus on a regime where the traffic load at Q1exceeds the nominal service rate, so that Q1 relies on the surplus capacity from Q2 to maintain stability. In that case, the workload distribution at Q1 is determined by the heaviest of the two service time distributions, so that Q1 may inherit potentially heavier-tailed characteristics from Q2.",2003,2003-01,43,2-Jan,81-102,,National Research Institute for Mathematics and Computer Science; Eindhoven University of Technology,25,1,,123
10.1023/a:1027324618360,Vessel Arrival Process and Queueing in Marine Ports Handling Bulk Materials,"We study the vessel arrival process in bulk ports handling either cargo containers or minerals. Then we introduce the SHIP/G/1 queue to be able to study the queueing behavior at the port. We present approximations for the asymptotic probabilities of delay and the number of vessels at the port. Numerical examples show the accuracy of the approximations. In appendices, we provide details of the analysis of the number of vessels at the port and the correlation properties of the vessel arrival process.",2003,2003-11,45,3,223-243,"Jagerman, David (Rutgers, The State University of New Jersey); Altiok, Tayfur (Rutgers, The State University of New Jersey)","Rutgers, The State University of New Jersey",21,3,,367
10.1023/a:1023209813523,"On Markovian Multi-Class, Multi-Server Queueing","Multi-class multi-server queueing problems are a generalisation of the well-known M/M/k queue to arrival processes with clients of N types that require exponentially distributed service with different average service times. In this paper, we give a procedure to construct exact solutions of the stationary state equations using the special structure of these equations. Essential in this procedure is the reduction of a part of the problem to a backward second order difference equation with constant coefficients. It follows that the exact solution can be found by eigenmode decomposition. In general eigenmodes do not have a simple product structure as one might expect intuitively. Further, using the exact solution, all kinds of interesting performance measures can be computed and compared with heuristic approximations (insofar available in the literature). We provide some new approximations based on special multiplicative eigenmodes, including the dominant mode in the heavy traffic limit. We illustrate our methods with numerical results. It turns out that our approximation method is better for higher moments than some other approximations known in the literature. Moreover, we demonstrate that our theory is useful to applications where correlation between items plays a role, such as spare parts management.",2003,2003-04,43,4,307-328,"van Harten, A. (University of Twente); Sleptchenko, A. (University of Twente)",University of Twente,20,3,,228
10.1023/a:1025130105303,In Search of Sensitivity in Network Optimization,"This paper concerns the following questions regarding policy synthesis in large queueing networks: (i) It is well known that an understanding of variability is important in the determination of safety stocks to prevent unwanted idleness. Is this the only value of high-order statistical information in policy synthesis? (ii) Will a translation of an optimal policy for the deterministic fluid model (in which there is no variability) lead to an allocation which is approximately optimal for the stochastic network? (iii) What are the sources of highest sensitivity in network control? A sensitivity analysis of an associated fluid-model optimal control problem provides an exact dichotomy in (ii). If an optimal policy for the fluid model is ‘maximally non-idling’, then variability plays a small role in control design. If this condition does not hold, then the ‘gap’ between the fluid and stochastic optimal policies is exactly proportional to system variability. Furthermore, under mild assumptions, we find that the optimal policy for the stochastic model is closely approximated by an affine shift of the fluid optimal solution. However, sensitivity of steady-state performance with respect to perturbations in the policy vanishes with increasing variability.",2003,2003-08,44,4,313-363,"Chen, Mike (University of Illinois Urbana-Champaign); Pandit, Charuhas (University of Illinois Urbana-Champaign); Meyn, Sean (University of Illinois Urbana-Champaign)",University of Illinois Urbana-Champaign,19,0,,80
10.1023/a:1022816410813,Heavy Traffic Analysis of Two Coupled Processors,"We consider two parallel queues. When both are non-empty, they behave as two independent M/M/1 queues. If one queue is empty the server in the other works at a different rate. We consider the heavy traffic limit, where the system is close to instability. We derive and analyze the heavy traffic diffusion approximation for this model. In particular, we obtain simple integral representations for the joint steady state density of the (scaled) queue lengths. Asymptotic and numerical properties of the solution are studied.",2003,2003-03,43,3,173-220,,University of Illinois at Chicago,17,1,,119
10.1023/a:1027328719269,Three Cases of Light-Traffic Insensitivity of the Loss Probability in a GI/G/m/0 Loss System to the Shape of the Service Time Distribution,"A GI/G/m/0 loss system is considered. Three cases of light-traffic insensitivity of the loss probability to the shape of the service time distribution, given its first moment, are investigated in a triangle array setting.",2003,2003-11,45,3,245-271,"Kovalenko, I.N. (V.M. Glushkov Institute of Cybernetics); Atkinson, J.B. (London Metropolitan University); Mykhalevych, K.V. (V.M. Glushkov Institute of Cybernetics; London Metropolitan University)",London Metropolitan University; V.M. Glushkov Institute of Cybernetics,16,0,,73
10.1023/a:1024424606007,Stationary Distributions of GI/M/c Queue with PH Type Vacations,"We study a GI/M/c type queueing system with vacations in which all servers take vacations together when the system becomes empty. These servers keep taking synchronous vacations until they find waiting customers in the system at a vacation completion instant.The vacation time is a phase-type (PH) distributed random variable. Using embedded Markov chain modeling and the matrix geometric solution methods, we obtain explicit expressions for the stationary probability distributions of the queue length at arrivals and the waiting time. To compare the vacation model with the classical GI/M/c queue without vacations, we prove conditional stochastic decomposition properties for the queue length and the waiting time when all servers are busy. Our model is a generalization of several previous studies.",2003,2003-06,44,2,183-202,"Tian, Naishuo (Yanshan University); Zhang, Zhe George (Western Washington University)",Yanshan University; Western Washington University,16,0,,169
10.1023/a:1022894627652,Small and Large Time Scale Analysis of a Network Traffic Model,"Empirical studies of the internet and WAN traffic data have observed multifractal behavior at time scales below a few hundred milliseconds. There have been some attempts to model this phenomenon, but there is no model to connect the small time scale behavior with behavior observed at large time scales of bigger than a few hundred milliseconds. There have been separate analyses of models for high speed data transmissions, which show that appropriate approximations to large time scale behavior of cumulative traffic are either fractional Brownian motion or stable Lévy motion, depending on the input rates assumed. This paper tries to bridge this gap and develops and analyzes a model offering an explanation of both the small and large time scale behavior of a network traffic model based on the infinite source Poisson model. Previous studies of this model have usually assumed that transmission rates are constant and deterministic. We consider a nonconstant, multifractal, random transmission rate at the user level which results in cumulative traffic exhibiting multifractal behavior on small time scales and self-similar behavior on large time scales.",2003,2003-03,43,3,221-250,"Maulik, Krishanu (Cornell University); Resnick, Sidney (Cornell University)",Cornell University,16,1,,150
10.1023/a:1024042823461,Application of the Superposition of Renewal Processes to the Study of Batch Arrival Queues,"The GΘ/G/1 type batch arrival system is considered. We deal with non-steady-state characteristics of the system like the first busy period and the first idle time, the number of customers served on the first busy period. The study is based on a generalization of Korolyuk's method which he developed for semi-Markov random walks.",2003,2003-05,44,1,51-67,"Bratiychuk, M.S. (Silesian University of Technology); Kempa, W. (Silesian University of Technology)",Silesian University of Technology,15,1,,100
10.1023/a:1025695818046,Delay Distribution of (Im)Patient Customers in a Discrete Time D-MAP/PH/1 Queue with Age-Dependent Service Times,"This paper presents an algorithmic procedure to calculate the delay distribution of (im)patient customers in a discrete time D-MAP/PH/1 queue, where the service time distribution of a customer depends on his waiting time. We consider three different situations: impatient customers in the waiting room, impatient customers in the system, that is, if a customer has been in the waiting room, respectively, in the system for a time units it leaves the waiting room, respectively, the system. In the third situation, all customers are patient – that is, they only leave the system after completing service. In all three situations the service time of a customer depends upon the time he has spent in the waiting room. As opposed to the general approach in many queueing systems, we calculate the delay distribution, using matrix analytic methods, without obtaining the steady state probabilities of the queue length. The trick used in this paper, which was also applied by Van Houdt and Blondia [J. Appl. Probab., Vol. 39, No. 1 (2002) pp. 213–222], is to keep track of the “age” of the customer in service, while remembering the D-MAP state immediately after the customer in service arrived. Possible extentions of this method to more general queues and numerical examples that demonstrate the strength of the algorithm are also included.",2003,2003-09,45,1,59-73,"van Houdt, B. (University of Antwerp); Lenin, R.B. (University of Antwerp); Blondia, C. (University of Antwerp)",University of Antwerp,14,0,,95
